,Response_No,Tab_No,Survey_Date,AC_Name,Mandal_Name,Village_Name
10816,15108,422,2015-06-17,Tiruvuru,Vissannapeta,Tatakuntla
10817,15110,337,2015-05-24,Tiruvuru,Tiruvuru,Laxmipuram
10818,15112,313,2015-05-29,Jaggaiahpeta,Nadigama,Konathamatmakuru
10819,15112,11,2015-03-07,,,
10820,15113,141,2015-05-25,Nandigama,Chanderlapadu,Munagalapalli
10821,15120,447,2015-07-06,Tiruvuru,Gampalagudem,VUTUKURU
10822,15123,26,2015-11-06,,,
10823,15124,291,2015-05-06,,,
10824,15125,387,2015-02-06,,,
10825,15125,30,2015-04-06,,,
10826,15126,322,2015-05-25,Tiruvuru,Tiruvuru,Laxmipuram
10827,15127,115,2015-09-07,,,
10828,15128,498,2015-07-16,,,
10829,15130,484,2015-06-19,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10830,15132,151,2015-06-28,Nandigama,Veerullapadu,Jayanthi
10831,15133,477,2015-06-27,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
10832,15134,131,2015-11-06,,,
10833,15135,380,2015-06-23,Mylavaram,Mylavaram,Chandragudem
10834,15136,188,2015-08-06,,,
10835,15136,382,2015-06-27,Tiruvuru,A.Konduru,Khampampadu
10836,15136,339,2015-05-07,,,
10837,15140,46,2015-04-07,,,
10838,15141,352,2015-02-06,,,
10839,15141,41,2015-06-17,Nandigama,Veerullapadu,Vellanki
10840,15142,100,2015-05-29,Mylavaram,Vijayawada (R),Rayanipadu
10841,15143,12,2015-05-27,Tiruvuru,Vissannapeta,Kondaparava
10842,15144,333,2015-06-15,Tiruvuru,Tiruvuru,Chinthalapadu
10843,15144,110,2015-06-24,Nandigama,Veerullapadu,Dodda Devara Padu
10844,15145,451,2015-06-14,Tiruvuru,Gampalagudem,GULLAPUDI
10845,15149,176,2015-06-17,Mylavaram,G. Konduru,Kavuluru
10846,15149,483,2015-06-07,,,
10847,15151,251,2015-05-24,Nandigama,Chanderlapadu,Popuru
10848,15151,257,2015-12-06,,,
10849,15152,441,2015-08-06,,,
10850,15153,441,2015-06-22,Tiruvuru,Gampalagudem,SOBBALA
10851,15157,476,2015-04-06,,,
10852,15157,184,2015-06-30,Mylavaram,G. Konduru,Velaturu
10853,15158,428,2015-01-06,,,
10854,15159,450,2015-05-24,Tiruvuru,Gampalagudem,GOSAVEEDU
10855,15160,309,2015-05-28,Jaggaiahpeta,Nadigama,Konathamatmakuru
10856,15160,470,2015-06-06,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
10857,15164,266,2015-06-17,Mylavaram,Reddygudem,Reddygudem
10858,15164,492,2015-06-22,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10859,15166,95,2015-07-18,Jaggaiahpeta,Vatsavai,Vatsavai
10860,15172,449,2015-05-27,Tiruvuru,Gampalagudem,PEDAKOMERA
10861,15173,429,2015-05-06,,,
10862,15173,248,2015-03-07,,,
10863,15174,354,2015-05-25,Mylavaram,Mylavaram,Ganapavaram
10864,15175,230,2015-05-30,Nandigama,Kanchikacherla,Athukuru
10865,15175,449,2015-05-06,,,
10866,15175,380,2015-12-06,,,
10867,15177,440,2015-02-07,,,
10868,15178,125,2015-06-15,Jaggaiahpeta,Vatsavai,Machinenipalem
10869,15181,143,2015-02-07,,,
10870,15184,465,2015-05-31,Tiruvuru,Gampalagudem,SATYALAPADU
10871,15184,122,2015-07-14,Jaggaiahpeta,Vatsavai,Makkapeta
10872,15185,126,2015-06-15,Jaggaiahpeta,Vatsavai,Kambhampadu
10873,15185,498,2015-09-06,,,
10874,15186,150,2015-05-07,,,
10875,15187,456,2015-06-19,Tiruvuru,Gampalagudem,KONIJARAL
10876,15188,481,2015-05-27,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
10877,15190,397,2015-05-25,Tiruvuru,A.Konduru,kummarikuntla
10878,15190,111,2015-06-13,Jaggaiahpeta,Vatsavai,Machinenipalem
10879,15191,282,2015-05-27,Mylavaram,Reddygudem,Rudra varam
10880,15191,151,2015-05-26,Nandigama,Veerullapadu,Jammavaram
10881,15191,144,2015-04-07,,,
10882,15193,136,2015-07-19,Jaggaiahpeta,Vatsavai,Vatsavai
10883,15195,183,2015-01-07,,,
10884,15197,497,2015-06-22,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10885,15200,117,2015-09-07,,,
10886,15204,312,2015-05-06,,,
10887,15204,239,2015-06-19,Jaggaiahpeta,Jaggaiahpeta,S M Peta
10888,15205,46,2015-02-06,,,
10889,15206,419,2015-05-30,Tiruvuru,Tiruvuru,Erramadu
10890,15209,471,2015-12-06,,,
10891,15210,477,2015-05-29,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
10892,15210,445,2015-05-31,Tiruvuru,Gampalagudem,SATYALAPADU
10893,15210,351,2015-07-07,Mylavaram,Mylavaram,mylavaram
10894,15211,1,2015-06-23,Nandigama,Chanderlapadu,Kodavatikallu
10895,15213,359,2015-03-07,,,
10896,15213,483,2015-10-07,,,
10897,15214,178,2015-06-18,Mylavaram,G. Konduru,Kavuluru
10898,15215,183,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
10899,15216,261,2015-05-27,Mylavaram,Reddygudem,Kunaparajparva
10900,15217,240,2015-10-07,,,
10901,15218,124,2015-01-07,,,
10902,15219,1,2015-09-07,,,
10903,15220,495,2015-06-29,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
10904,15223,19,2015-05-24,Jaggaiahpeta,Vatsavai,Dechupalem
10905,15225,77,2015-06-13,Mylavaram,Ibrahimpatnam,Kotikalapudi
10906,15225,85,2015-06-23,Mylavaram,Ibrahimpatnam,Kotikalapudi
10907,15231,133,2015-07-21,Jaggaiahpeta,Vatsavai,Vatsavai
10908,15234,210,2015-10-06,,,
10909,15239,142,2015-06-24,Tiruvuru,A.Konduru,Khampampadu
10910,15241,393,2015-06-25,Tiruvuru,A.Konduru,Khampampadu
10911,15247,337,2015-06-15,Tiruvuru,Tiruvuru,Kakarla
10912,15247,220,2015-01-07,,,
10913,15248,20,2015-07-06,Tiruvuru,Gampalagudem,VUTUKURU
10914,15249,429,2015-01-07,,,
10915,15250,446,2015-06-26,Tiruvuru,Gampalagudem,DUNDIRLAPADU
10916,15253,244,2015-06-17,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
10917,15254,100,2015-06-23,Mylavaram,Vijayawada (R),Kottur tadepalli
10918,15255,460,2015-06-07,Tiruvuru,Gampalagudem,VINAGADAPA
10919,15255,53,2015-07-24,Mylavaram,Ibrahimpatnam,Kondapalli
10920,15258,237,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,Gandrai
10921,15259,163,2015-07-17,Nandigama,Chanderlapadu,Chanderlapadu
10922,15260,376,2015-05-28,Mylavaram,Mylavaram,k.r.gudem
10923,15261,182,2015-04-06,,,
10924,15263,186,2015-05-27,Mylavaram,G. Konduru,Kandulapadu
10925,15263,235,2015-02-07,,,
10926,15267,467,2015-01-06,,,
10927,15269,349,2015-04-06,,,
10928,15269,294,2015-06-29,Jaggaiahpeta,Nadigama,Gollamudi
10929,15270,397,2015-05-30,Tiruvuru,A.Konduru,Krishnaraopalem
10930,15271,138,2015-11-06,,,
10931,15274,6,2015-06-24,,,
10932,15274,380,2015-06-24,Mylavaram,Mylavaram,Chandragudem
10933,15277,112,2015-07-17,,,
10934,15278,135,2015-06-13,Jaggaiahpeta,Vatsavai,Pedamodugapalli
10935,15280,334,2015-11-06,,,
10936,15281,443,2015-05-27,Tiruvuru,Gampalagudem,PEDAKOMERA
10937,15281,74,2015-07-06,,,
10938,15281,179,2015-06-22,Mylavaram,G. Konduru,Gaddamanugu
10939,15284,497,2015-06-22,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10940,15286,482,2015-05-25,Jaggaiahpeta,Penuganchiprolu,Subbayamgudam
10941,15287,172,2015-06-17,Mylavaram,G. Konduru,Kavuluru
10942,15291,142,2015-06-25,Tiruvuru,A.Konduru,Khampampadu
10943,15291,332,2015-11-06,,,
10944,15292,395,2015-06-27,Tiruvuru,A.Konduru,A. Konduru
10945,15293,120,2015-09-06,,,
10946,15295,113,2015-06-17,Jaggaiahpeta,Vatsavai,Kambhampadu
10947,15298,418,2015-09-07,,,
10948,15301,435,2015-05-28,Tiruvuru,Vissannapeta,Vemireddipalli
10949,15303,300,2015-01-07,,,
10950,15303,22,2015-06-29,Nandigama,Veerullapadu,Jayanthi
10951,15304,143,2015-06-19,Nandigama,Chanderlapadu,Eturu
10952,15307,39,2015-06-24,Tiruvuru,A.Konduru,Cheemalapadu
10953,15307,184,2015-06-29,Mylavaram,G. Konduru,Velaturu
10954,15310,379,2015-06-28,Mylavaram,Mylavaram,Chandragudem
10955,15313,288,2015-10-07,,,
10956,15314,124,2015-06-19,Jaggaiahpeta,Vatsavai,Kanneveedu
10957,15318,214,2015-06-06,Nandigama,Kanchikacherla,Pendyala
10958,15319,287,2015-11-06,,,
10959,15321,152,2015-06-30,Nandigama,Chanderlapadu,Bobbillapadu
10960,15322,146,2015-02-06,,,
10961,15322,126,2015-06-15,Jaggaiahpeta,Vatsavai,Kambhampadu
10962,15324,81,2015-05-23,Mylavaram,Ibrahimpatnam,Kethanakonda
10963,15324,287,2015-04-06,,,
10964,15326,299,2015-07-07,Jaggaiahpeta,Nadigama,Maagallu
10965,15329,125,2015-05-06,,,
10966,15330,298,2015-06-16,Nandigama,Nandigama,Ambarupeta
10967,15332,371,2015-05-21,Mylavaram,Mylavaram,Tholukodu
10968,15334,432,2015-06-26,Nandigama,Veerullapadu,Jujjuru
10969,15334,423,2015-06-19,Tiruvuru,Vissannapeta,Korlamanda
10970,15334,322,2015-06-26,Tiruvuru,Tiruvuru,G.Kothuru
10971,15337,336,2015-01-07,,,
10972,15337,192,2015-07-16,,,
10973,15338,376,2015-10-06,,,
10974,15343,22,2015-03-06,,,
10975,15343,419,2015-11-06,,,
10976,15344,273,2015-10-06,,,
10977,15344,57,2015-06-14,Mylavaram,Ibrahimpatnam,GunTupalli
10978,15345,309,2015-06-27,Jaggaiahpeta,Nadigama,Konduru
10979,15347,406,2015-05-06,,,
10980,15350,456,2015-02-07,,,
10981,15351,407,2015-05-23,Tiruvuru,A.Konduru,Jeellakunta
10982,15351,286,2015-02-06,,,
10983,15351,294,2015-03-06,,,
10984,15352,256,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,S M Peta
10985,15353,441,2015-06-06,Tiruvuru,Gampalagudem,ARLAPADU
10986,15354,277,2015-06-29,,,
10987,15356,326,2015-01-06,,,
10988,15357,201,2015-11-06,,,
10989,15358,3,2015-03-07,,,
10990,15360,350,2015-05-23,,,
10991,15361,203,2015-12-07,,,
10992,15361,317,2015-07-19,Nandigama,Veerullapadu,Alluru
10993,15363,438,2015-05-06,,,
10994,15367,443,2015-11-07,,,
10995,15368,300,2015-06-27,Nandigama,Nandigama,Thakkellapadu
10996,15369,476,2015-06-18,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
10997,15372,219,2015-08-07,,,
10998,15373,375,2015-10-06,,,
10999,15373,371,2015-08-06,,,
11000,15374,308,2015-05-27,Nandigama,Nandigama,Kammavaripalem
11001,15377,39,2015-06-14,Nandigama,Veerullapadu,Vellanki
11002,15379,206,2015-05-27,Nandigama,Veerullapadu,Jammavaram
11003,15379,469,2015-07-07,Tiruvuru,Gampalagudem,VUTUKURU
11004,15380,429,2015-06-23,Nandigama,Chanderlapadu,Kodavatikallu
11005,15381,212,2015-06-13,Nandigama,Kanchikacherla,Pendyala
11006,15381,56,2015-06-23,Tiruvuru,Gampalagudem,SOBBALA
11007,15385,246,2015-06-21,Jaggaiahpeta,Jaggaiahpeta,S M Peta
11008,15386,294,2015-12-07,,,
11009,15387,388,2015-12-06,,,
11010,15392,39,2015-06-23,Tiruvuru,A.Konduru,Cheemalapadu
11011,15397,282,2015-10-06,,,
11012,15397,329,2015-06-27,Tiruvuru,Tiruvuru,G.Kothuru
11013,15399,115,2015-03-06,,,
11014,15400,422,2015-04-06,,,
11015,15400,413,2015-07-07,Tiruvuru,Tiruvuru,Choutapalli
11016,15401,369,2015-05-24,Mylavaram,Reddygudem,Moddulaparva
11017,15404,35,2015-07-07,Tiruvuru,Vissannapeta,Vissannapeta
11018,15405,290,2015-02-07,,,
11019,15406,277,2015-02-06,,,
11020,15409,427,2015-05-28,Tiruvuru,Vissannapeta,Kondaparava
11021,15412,178,2015-01-07,,,
11022,15415,288,2015-06-28,,,
11023,15416,483,2015-12-06,,,
11024,15416,481,2015-06-18,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
11025,15418,55,2015-03-06,,,
11026,15428,211,2015-10-06,,,
11027,15430,51,2015-07-21,Mylavaram,Ibrahimpatnam,Kondapalli
11028,15432,277,2015-01-06,,,
11029,15432,461,2015-06-17,Tiruvuru,Gampalagudem,NEMALI
11030,15435,124,2015-10-07,,,
11031,15437,376,2015-05-27,Mylavaram,Mylavaram,k.r.gudem
11032,15437,267,2015-11-06,,,
11033,15437,483,2015-06-07,,,
11034,15438,266,2015-06-06,Mylavaram,Reddygudem,Reddygudem
11035,15439,441,2015-08-07,,,
11036,15443,428,2015-10-06,,,
11037,15444,498,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
11038,15452,475,2015-07-18,,,
11039,15453,374,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
11040,15454,258,2015-10-06,,,
11041,15455,5,2015-06-13,Nandigama,Chanderlapadu,Chinthalapadu
11042,15455,234,2015-09-07,,,
11043,15456,296,2015-06-06,Jaggaiahpeta,Nadigama,Ramireddy palli
11044,15457,64,2015-08-06,,,
11045,15457,82,2015-06-27,,,
11046,15457,385,2015-06-28,Tiruvuru,A.Konduru,A. Konduru
11047,15458,443,2015-03-06,,,
11048,15459,213,2015-07-13,Nandigama,Kanchikacherla,Kanchikacherla
11049,15460,395,2015-05-26,Tiruvuru,A.Konduru,Jeellakunta
11050,15460,189,2015-06-30,Mylavaram,G. Konduru,Atkur
11051,15460,14,2015-05-07,,,
11052,15461,133,2015-07-20,Jaggaiahpeta,Vatsavai,Vatsavai
11053,15462,24,2015-05-30,,,
11054,15464,106,2015-11-06,,,
11055,15464,437,2015-06-27,Tiruvuru,Vissannapeta,Putrela
11056,15465,330,2015-06-07,Tiruvuru,Tiruvuru,Chinthalapadu
11057,15468,428,2015-06-16,Nandigama,Veerullapadu,V.Annavaram
11058,15470,365,2015-08-07,,,
11059,15471,184,2015-06-24,Mylavaram,G. Konduru,Velaturu
11060,15472,54,2015-05-29,,,
11061,15473,454,2015-05-26,Tiruvuru,Gampalagudem,ANUMULLANKA
11062,15474,399,2015-10-06,,,
11063,15474,215,2015-07-21,Nandigama,Kanchikacherla,Kanchikacherla
11064,15475,65,2015-09-07,,,
11065,15476,15,2015-05-26,,,
11066,15481,113,2015-01-06,,,
11067,15483,125,2015-05-30,Jaggaiahpeta,Vatsavai,Vemavaram
11068,15486,485,2015-11-06,,,
11069,15489,456,2015-12-07,,,
11070,15491,256,2015-06-21,Jaggaiahpeta,Jaggaiahpeta,S M Peta
11071,15491,381,2015-04-07,,,
11072,15494,180,2015-05-25,Mylavaram,G. Konduru,Gangineni palem
11073,15496,272,2015-06-15,Mylavaram,Reddygudem,Reddygudem
11074,15496,286,2015-06-29,,,
11075,15496,325,2015-06-07,Tiruvuru,Tiruvuru,Chinthalapadu
11076,15497,452,2015-06-16,Tiruvuru,Gampalagudem,VINAGADAPA
11077,15497,22,2015-06-16,Nandigama,Veerullapadu,Dachavaram
11078,15502,472,2015-06-18,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
11079,15505,373,2015-05-26,Mylavaram,Mylavaram,Ganapavaram
11080,15506,322,2015-05-26,Tiruvuru,Tiruvuru,Laxmipuram
11081,15506,163,2015-10-06,,,
11082,15513,93,2015-08-06,,,
11083,15514,396,2015-03-06,,,
11084,15514,464,2015-08-06,,,
11085,15515,306,2015-10-06,,,
11086,15516,35,2015-10-06,,,
11087,15516,331,2015-06-24,Tiruvuru,Tiruvuru,G.Kothuru
11088,15516,287,2015-10-07,,,
11089,15517,369,2015-06-22,Mylavaram,Reddygudem,Reddygudem
11090,15518,48,2015-03-06,,,
11091,15518,80,2015-03-07,,,
11092,15520,464,2015-05-31,Tiruvuru,Gampalagudem,KANUMURU
11093,15520,85,2015-06-28,Mylavaram,Ibrahimpatnam,Kotikalapudi
11094,15523,341,2015-06-14,Tiruvuru,Tiruvuru,Munukulla
11095,15524,192,2015-02-06,,,
11096,15529,291,2015-05-30,Nandigama,Nandigama,Chandapuram
11097,15530,256,2015-04-06,,,
11098,15531,57,2015-05-30,Mylavaram,Ibrahimpatnam,Thummalapalem
11099,15534,472,2015-05-30,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
11100,15535,306,2015-05-07,,,
11101,15535,162,2015-09-07,,,
11102,15536,155,2015-04-07,,,
11103,15537,496,2015-06-15,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
11104,15538,142,2015-05-25,Nandigama,Chanderlapadu,Munagalapalli
11105,15538,275,2015-06-30,Mylavaram,Mylavaram,pullur
11106,15539,400,2015-06-29,Tiruvuru,A.Konduru,Cheemalapadu
11107,15542,464,2015-05-29,Tiruvuru,Gampalagudem,KANUMURU
11108,15542,356,2015-07-06,Tiruvuru,Vissannapeta,Vissannapeta
11109,15543,91,2015-05-30,Mylavaram,Ibrahimpatnam,Kethanakonda
11110,15545,52,2015-06-28,,,
11111,15546,118,2015-06-30,Jaggaiahpeta,Vatsavai,Dabbagupalli
11112,15547,476,2015-09-06,,,
11113,15547,152,2015-06-19,Nandigama,Chanderlapadu,Eturu
11114,15552,43,2015-04-06,,,
11115,15554,38,2015-05-26,Tiruvuru,Gampalagudem,CHINTALANARVA
11116,15554,96,2015-01-06,,,
11117,15554,475,2015-02-06,,,
11118,15560,325,2015-06-23,Tiruvuru,Tiruvuru,Ganugapadu
11119,15561,245,2015-05-31,Jaggaiahpeta,Jaggaiahpeta,Takkellapadu
11120,15564,398,2015-05-24,Tiruvuru,A.Konduru,Jeellakunta
11121,15565,421,2015-05-26,,,
11122,15565,467,2015-06-26,Tiruvuru,Gampalagudem,LINGALA
11123,15565,38,2015-06-21,Tiruvuru,Gampalagudem,TUNIKIPADU
11124,15568,265,2015-04-06,,,
11125,15570,382,2015-05-31,Tiruvuru,A.Konduru,Polishettipadu
11126,15570,381,2015-08-06,,,
11127,15570,398,2015-06-30,Tiruvuru,A.Konduru,A. Konduru
11128,15573,443,2015-05-07,,,
11129,15574,130,2015-06-16,Jaggaiahpeta,Vatsavai,Kanneveedu
11130,15576,451,2015-01-06,,,
11131,15578,283,2015-06-26,,,
11132,15578,177,2015-11-07,,,
11133,15579,428,2015-09-06,,,
11134,15580,375,2015-07-07,Mylavaram,Mylavaram,mylavaram
11135,15583,329,2015-06-23,Tiruvuru,Tiruvuru,G.Kothuru
11136,15586,207,2015-06-22,Nandigama,Kanchikacherla,Keesara
11137,15589,452,2015-01-06,,,
11138,15592,230,2015-06-17,Nandigama,Kanchikacherla,Moguluru
11139,15593,107,2015-05-24,Nandigama,Chanderlapadu,Punnavalli
11140,15593,372,2015-06-25,,,
11141,15593,151,2015-06-23,Nandigama,Veerullapadu,G.Madhavaram
11142,15593,65,2015-08-06,,,
11143,15599,30,2015-06-27,,,
11144,15599,374,2015-06-27,Mylavaram,Mylavaram,pullur
11145,15602,62,2015-06-24,,,
11146,15602,14,2015-06-26,,,
11147,15602,472,2015-04-07,,,
11148,15604,133,2015-06-26,Jaggaiahpeta,Vatsavai,Polampalli
11149,15605,237,2015-06-16,Jaggaiahpeta,Jaggaiahpeta,Gandrai
11150,15606,241,2015-10-06,,,
11151,15607,375,2015-01-06,,,
11152,15607,129,2015-04-06,,,
11153,15607,228,2015-06-28,Nandigama,Kanchikacherla,Gottimukkala
11154,15608,392,2015-05-26,Tiruvuru,A.Konduru,Repudi thanda
11155,15611,444,2015-07-07,Tiruvuru,Gampalagudem,VUTUKURU
11156,15612,365,2015-06-26,Mylavaram,Mylavaram,pullur
11157,15614,4,2015-11-06,,,
11158,15615,474,2015-02-06,,,
11159,15615,398,2015-06-26,Tiruvuru,A.Konduru,A. Konduru
11160,15621,420,2015-12-06,,,
11161,15622,351,2015-12-06,,,
11162,15622,178,2015-06-24,Mylavaram,G. Konduru,Kavuluru
11163,15623,13,2015-05-06,,,
11164,15624,209,2015-05-27,,,
11165,15626,109,2015-03-06,,,
11166,15626,431,2015-12-06,,,
11167,15626,271,2015-06-17,Mylavaram,Reddygudem,kudapa
11168,15630,191,2015-06-25,Mylavaram,G. Konduru,Chevuturu
11169,15633,451,2015-06-22,Tiruvuru,Gampalagudem,SOBBALA
11170,15634,288,2015-06-06,Mylavaram,Reddygudem,Reddygudem
11171,15635,401,2015-11-06,,,
11172,15635,153,2015-04-07,,,
11173,15636,1,2015-08-07,,,
11174,15637,175,2015-06-26,Mylavaram,G. Konduru,Kavuluru
11175,15638,362,2015-05-30,Mylavaram,Mylavaram,Chandrala
11176,15638,241,2015-06-16,Jaggaiahpeta,Jaggaiahpeta,Gandrai
11177,15639,228,2015-09-07,,,
11178,15640,240,2015-06-15,Nandigama,Chanderlapadu,Kodavatikallu
11179,15645,457,2015-06-17,Tiruvuru,Gampalagudem,NEMALI
11180,15650,372,2015-06-16,,,
11181,15651,67,2015-04-07,,,
11182,15653,126,2015-05-25,Jaggaiahpeta,Vatsavai,Talluru
11183,15653,481,2015-12-06,,,
11184,15653,186,2015-02-07,,,
11185,15657,498,2015-05-26,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
11186,15658,278,2015-08-06,,,
11187,15659,188,2015-10-06,,,
11188,15661,494,2015-03-06,,,
11189,15662,326,2015-05-23,Tiruvuru,Tiruvuru,Laxmipuram
11190,15662,151,2015-05-30,Nandigama,Veerullapadu,Chennarao Palem
11191,15663,193,2015-05-23,Mylavaram,G. Konduru,Venkatapuram
11192,15663,22,2015-06-17,Nandigama,Veerullapadu,Dodda Devara Padu
11193,15663,26,2015-02-07,,,
11194,15664,447,2015-06-15,Tiruvuru,Gampalagudem,NEMALI
11195,15664,200,2015-06-22,,,
11196,15668,414,2015-06-25,Tiruvuru,Tiruvuru,Vavilala
11197,15668,290,2015-01-07,,,
11198,15669,380,2015-05-31,Mylavaram,Mylavaram,Chandrala
11199,15670,308,2015-05-29,Nandigama,Nandigama,Kammavaripalem
11200,15670,352,2015-04-06,,,
11201,15672,375,2015-05-30,Mylavaram,Mylavaram,Chandrala
11202,15672,456,2015-08-06,,,
11203,15673,283,2015-05-26,Mylavaram,Reddygudem,Narukullapadu
11204,15677,213,2015-11-07,,,
11205,15682,277,2015-05-28,Mylavaram,Reddygudem,K-Naguluru
11206,15682,15,2015-06-13,,,
11207,15683,354,2015-05-30,Mylavaram,Mylavaram,Chandrala
11208,15683,495,2015-01-06,,,
11209,15684,206,2015-05-25,Nandigama,Veerullapadu,Jammavaram
11210,15684,157,2015-07-06,,,
11211,15686,487,2015-06-19,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
11212,15687,244,2015-04-07,,,
11213,15690,18,2015-06-19,Tiruvuru,Vissannapeta,Putrela
11214,15690,56,2015-06-29,Tiruvuru,Gampalagudem,LINGALA
11215,15690,117,2015-03-07,,,
11216,15692,374,2015-06-19,Mylavaram,Mylavaram,pullur
11217,15692,350,2015-01-07,,,
11218,15692,368,2015-01-07,,,
11219,15693,213,2015-12-06,,,
11220,15694,208,2015-06-25,Nandigama,Kanchikacherla,Keesara
11221,15695,111,2015-10-07,,,
11222,15696,303,2015-05-27,Nandigama,Nandigama,Kethaveerunipadu
11223,15696,156,2015-06-14,Jaggaiahpeta,Jaggaiahpeta,S M Peta
11224,15697,271,2015-06-25,Mylavaram,Reddygudem,Reddygudem
11225,15698,387,2015-06-22,Tiruvuru,A.Konduru,A. Konduru
11226,15699,328,2015-06-25,Tiruvuru,Tiruvuru,Kokilampadu
11227,15700,367,2015-06-13,Mylavaram,Mylavaram,pullur
11228,15701,338,2015-05-24,Tiruvuru,Tiruvuru,Akkapalem
11229,15701,122,2015-06-30,Jaggaiahpeta,Vatsavai,Lingala
11230,15702,68,2015-10-07,,,
11231,15703,149,2015-05-26,Nandigama,Chanderlapadu,Munagalapalli
11232,15703,311,2015-06-15,Nandigama,Nandigama,Lingalapadu
11233,15706,253,2015-07-19,Mylavaram,Ibrahimpatnam,Kondapalli
11234,15712,269,2015-06-22,Mylavaram,Reddygudem,Reddygudem
11235,15712,248,2015-12-07,,,
11236,15715,443,2015-08-07,,,
11237,15718,293,2015-10-06,,,
11238,15719,19,2015-05-28,Jaggaiahpeta,Vatsavai,Dechupalem
11239,15719,111,2015-02-07,,,
11240,15721,64,2015-05-29,,,
11241,15721,13,2015-06-22,Tiruvuru,Vissannapeta,Korlamanda
11242,15722,348,2015-05-23,Tiruvuru,Tiruvuru,Chittela
11243,15722,361,2015-07-23,Mylavaram,Ibrahimpatnam,Kondapalli
11244,15723,214,2015-07-07,Nandigama,Kanchikacherla,Kanchikacherla
11245,15724,429,2015-04-06,,,
11246,15726,326,2015-06-27,Tiruvuru,Tiruvuru,G.Kothuru
11247,15727,204,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
11248,15730,470,2015-05-27,Tiruvuru,Gampalagudem,PEDAKOMERA
11249,15733,249,2015-07-07,,,
11250,15734,454,2015-06-13,Tiruvuru,Gampalagudem,VINAGADAPA
11251,15737,246,2015-06-27,Jaggaiahpeta,Jaggaiahpeta,S M Peta
11252,15739,76,2015-08-07,,,
11253,15741,263,2015-07-21,Mylavaram,Ibrahimpatnam,Kondapalli
11254,15742,443,2015-09-07,,,
11255,15743,416,2015-02-06,,,
11256,15743,168,2015-03-06,,,
11257,15745,278,2015-05-06,,,
11258,15746,58,2015-06-23,,,
11259,15748,378,2015-07-14,Mylavaram,Ibrahimpatnam,Kondapalli
11260,15750,255,2015-06-18,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
11261,15751,449,2015-03-07,,,
11262,15753,480,2015-06-24,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
11263,15755,164,2015-05-29,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
11264,15757,441,2015-06-16,Tiruvuru,Gampalagudem,GULLAPUDI
11265,15761,370,2015-06-22,Mylavaram,Mylavaram,Chandragudem
11266,15761,330,2015-10-07,,,
11267,15763,136,2015-12-06,,,
11268,15763,352,2015-06-18,Mylavaram,Mylavaram,pullur
11269,15763,257,2015-05-07,,,
11270,15764,363,2015-05-26,Mylavaram,Mylavaram,Ganapavaram
11271,15765,352,2015-05-22,Mylavaram,Mylavaram,Pondugala
11272,15765,250,2015-05-30,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
11273,15765,305,2015-06-06,Nandigama,Nandigama,Raghavapuram
11274,15765,37,2015-07-18,Nandigama,Veerullapadu,Peddapuram
11275,15767,282,2015-05-22,Mylavaram,Reddygudem,Rudra varam
11276,15767,455,2015-06-16,Tiruvuru,Gampalagudem,VINAGADAPA
11277,15768,497,2015-06-24,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
11278,15769,474,2015-02-06,,,
11279,15770,311,2015-07-19,,,
11280,15771,220,2015-06-06,Nandigama,Kanchikacherla,Vemulapalli
11281,15774,113,2015-06-21,Jaggaiahpeta,Vatsavai,Kambhampadu
11282,15774,300,2015-02-07,,,
11283,15778,233,2015-06-21,Jaggaiahpeta,Jaggaiahpeta,S M Peta
11284,15778,431,2015-03-07,,,
11285,15779,284,2015-07-06,,,
11286,15780,380,2015-06-23,Mylavaram,Mylavaram,Chandragudem
11287,15782,383,2015-06-19,Tiruvuru,A.Konduru,Cheemalapadu
